	order_id	driver_id	client_id	dttm	date	arrived_distance	arrived_duration	distance	duration	from_latitude	from_longitude	to_latitude	to_longitude	mark	client_rate_ride	client_rides_cnt	driver_rides_cnt	comment	is_aggressive
0	6a0f322ade1a05e5c4cec4344efbce8b	f7c2b293ef94420f5e51abae6889b83b	3156d05c6458a8228bed59f02075a61e	2021-01-22 21:53:00	2021-01-22	150.0	1.0	11.8	20.5	55.7959	37.5603	55.716502	37.524627	Kia K5		16.0	39.0	Больше нечего сказать	0
1	934ecbe5845426fd3f8ef7938cce2a11	01d029c42c99581080a60679fca06ff9	3156d05c6458a8228bed59f02075a61e	2021-01-24 14:09:00	2021-01-24	570.0	1.0	17.2	26.2	55.716502	37.524627	55.808253	37.638847	Volkswagen Polo		18.0	338.0	Да	0
2	5348cb339b63eaea3b2cb57a064ce550	3c88deb7df7a73a24ebc229db9783405	3156d05c6458a8228bed59f02075a61e	2021-01-26 21:02:00	2021-01-26	40.0	0.0	5.8	10.9	55.71663666	37.52422333	55.741958	37.568172	MercedesBenz EClass		17.0	162.0	Больше нечего сказать	0
3	309ef91c3b51e27d097642169576f67b	f35a8ff85f2095755f16bba91035fbdc	3156d05c6458a8228bed59f02075a61e	2021-01-27 17:24:00	2021-01-27	140.0	1.0	4.5	10.7	55.6890764	37.4910885	55.716502	37.524627	Kia Optima		18.0	136.0	Больше нечего сказать	0
4	3506e04e45d39c6e3033637389da1041	0a227ac8d702170c03acf36d55e60d0d	3156d05c6458a8228bed59f02075a61e	2021-01-29 15:31:00	2021-01-29	150.0	1.0	15.4	25.1	55.655489	37.616629	55.716502	37.524627	Kia Rio	5.0	20.0	194.0	Больше нечего сказать	0
5	b595bef96e4474cf10a7f7edfff65c40	de13297846765b4756373b3c4ad2b1b1	3156d05c6458a8228bed59f02075a61e	2021-01-29 18:26:00	2021-01-29	2150.0	12.0	5.6	13.0	55.716502	37.524627	55.74521800000001	37.578402	Hyundai Solaris		20.0	242.0	Больше нечего сказать	0
6	46dc262557a8ceb32192c185f101b663	85d1f990f7e7c994d9ad780a8e9de496	3156d05c6458a8228bed59f02075a61e	2021-01-30 11:25:00	2021-01-30	130.0	1.0	8.3	14.7	55.738926	37.587288	55.716502	37.524627	Hyundai Solaris		21.0	313.0	Больше нечего сказать	0
7	653cf22cc3ec75e86bd5732b35e3c211	f31a34f3874fea8407bfea66b73d1749	e79ed65caab40862a3faaa0c2242a73a	2021-01-24 12:22:00	2021-01-24	30.0	0.0	13.9	25.8	55.79455152	37.71878524	55.796995	37.546388	Skoda Octavia		16.0	209.0	Больше нечего сказать	0
8	50e9b507e5da727434b01e969c02ab48	ccb639fec4458297e4d5e4ac9d97a417	2e70b3ef7b2d2295f823154bda43c815	2021-01-23 20:20:00	2021-01-23	70.0	0.0	24.1	33.1	55.76439250000001	37.59071286	55.8714485168457	37.32795715332031	Hyundai Solaris		17.0	527.0	Больше нечего сказать	0
9	c916745529bbcfbf0e42dcac65fa31dc	3758794edf08cab719834f2c9f683a27	2e70b3ef7b2d2295f823154bda43c815	2021-01-31 19:57:00	2021-01-31	300.0	1.0	29.7	38.4	55.72926372	37.61172513	55.877144	37.311021	Volkswagen Polo		13.0	24.0	Больше нечего сказать	1
10	abad20230c51e45d8c87a062570ce712	fdac9f73cb231e3f8230f37f5f60887b	5b3f8da33b177cef5f2693d596668693	2021-01-22 09:21:00	2021-01-22	60.0	0.0	17.6	32.5	55.68563843	37.5293808	55.79093933	37.54289246	Kia Ceed	5.0	39.0	173.0	Больше нечего сказать	0
11	c47cc923adfdafdf33ea187da9382277	c15929be072c86589e796278f9f05cd9	5b3f8da33b177cef5f2693d596668693	2021-01-22 18:06:00	2021-01-22	10.0	0.0	12.2	28.8	55.68563843	37.5293808	55.765849	37.609952	Kia Optima	5.0	39.0	115.0	Больше нечего сказать	0
12	99afeb1b4d8a221e8934bff833fde953	36e51c7659943c11ca8e69b1c1762649	5b3f8da33b177cef5f2693d596668693	2021-01-25 09:29:00	2021-01-25	40.0	0.0	18.1	30.2	55.68563843	37.5293808	55.79093933	37.54289246	Kia Optima	5.0	37.0	49.0	Больше нечего сказать	0
13	c17e7fbf8278f1afe2ffd9d51b95722d	c3ecd1953300753edc7f9e402d3180db	5b3f8da33b177cef5f2693d596668693	2021-01-25 21:21:00	2021-01-25	30.0	0.0	15.8	21.9	55.79106799	37.54313347	55.685703	37.52990379999999	Kia Optima		37.0	162.0	Больше нечего сказать	0
14	b588d430a9f026e1bbb24e033bf80eda	cedfdd8e0825938deab37edba8870799	5b3f8da33b177cef5f2693d596668693	2021-01-26 09:26:00	2021-01-26	90.0	0.0	17.3	35.4	55.68563843	37.5293808	55.79093933	37.54289246	Kia Optima	5.0	39.0	93.0	Больше нечего сказать	0
15	f9669ba7ab8840bbab3eb76240bdc279	5c07e78efe92d09f1a8bc045f4882a36	5b3f8da33b177cef5f2693d596668693	2021-01-26 18:47:00	2021-01-26	130.0	1.0	19.9	37.2	55.683041197503215	37.4885219335556	55.79093933	37.54289246	Renault Duster	5.0	39.0	33.0	Больше нечего сказать	0
16	d355a64773ec843038aa2313ffb2eff8	08cf883203ca672a3b1e45288fbdf1b1	5b3f8da33b177cef5f2693d596668693	2021-01-26 19:56:00	2021-01-26	20.0	0.0	17.0	29.7	55.79106903	37.54313278	55.685703	37.52990379999999	Skoda Octavia	5.0	39.0	341.0	Больше нечего сказать	0
17	97a6c5539624273385607fea47d855af	eb0f873a7dbbad643e4d8dba721716fc	5b3f8da33b177cef5f2693d596668693	2021-01-27 11:54:00	2021-01-27	0.0	0.0	7.0	9.9	55.73900986	37.58737183	55.692852499677066	37.534615360200405	Skoda Octavia	5.0	42.0	35.0	Больше нечего сказать	0
18	30bb97b8ac7ec8c4fa7ac7339cfea072	ab209ae5d6eee9e61d4b003936579468	5b3f8da33b177cef5f2693d596668693	2021-01-27 18:22:00	2021-01-27	100.0	1.0	17.3	35.0	55.68563843	37.5293808	55.79093933	37.54289246	Volkswagen Polo		42.0	78.0	Больше нечего сказать	0
19	f390eb8a77e04894a0d846f97bc332a0	1651658ea9d0c790b81eba46e5767544	5b3f8da33b177cef5f2693d596668693	2021-01-27 20:46:00	2021-01-27	0.0	0.0	15.7	27.2	55.79106903	37.54313278	55.68563843	37.5293808	Kia Optima	5.0	42.0	205.0	Больше нечего сказать	0
20	4d3ee037d7caafdfcc7ab1fdff209552	4f2d303e40582f85cd0b0f827a7edfe6	5b3f8da33b177cef5f2693d596668693	2021-01-28 09:21:00	2021-01-28	180.0	1.0	17.6	31.8	55.68563843	37.5293808	55.79106799	37.54313347	Skoda Octavia	5.0	47.0	317.0	Больше нечего сказать	0
21	39bdc8b9914e0aacb00d5e33c670b852	d257ef57067541b057c66c53a9ab2497	5b3f8da33b177cef5f2693d596668693	2021-01-28 18:51:00	2021-01-28	0.0	0.0	16.7	37.6	55.683194869487814	37.488692924380295	55.79093933	37.54289246	Hyundai Solaris		47.0	162.0	Больше нечего сказать	0
22	a98dce990267b1a1751cc0dd69623687	8fd60f8cbf5fbd36af5419ff4124f0a0	5b3f8da33b177cef5f2693d596668693	2021-01-28 19:51:00	2021-01-28	10.0	0.0	15.8	34.7	55.79106903	37.54313278	55.685703	37.52990379999999	Skoda Octavia	5.0	47.0	73.0	Больше нечего сказать	0
23	6bcf27dce6626fd4dd2312d0c11fe58e	6f20b7cf84b1838b9e357b6a4a036b68	5b3f8da33b177cef5f2693d596668693	2021-01-29 09:23:00	2021-01-29	50.0	0.0	17.7	29.4	55.68563843	37.5293808	55.79106799	37.54313347	Hyundai Creta	5.0	48.0	208.0	Больше нечего сказать	0
24	41ebd17b51907997da564fca2b51b6fb	39675d7ee1b1bf00651a1f25307a1556	5b3f8da33b177cef5f2693d596668693	2021-01-29 22:03:00	2021-01-29	10.0	0.0	15.8	22.7	55.79106903	37.54313278	55.685703	37.52990379999999	Skoda Octavia	5.0	48.0	109.0	Больше нечего сказать	0
25	7cf268d42db5719d28a4cb2a9e85ebe3	c783c7fd539851a57e50209607a8aff9	5b3f8da33b177cef5f2693d596668693	2021-02-01 09:33:00	2021-02-01	60.0	0.0	20.1	34.8	55.68563843	37.5293808	55.79093933	37.54289246	Skoda Octavia	5.0	49.0	193.0	Больше нечего сказать	0
26	1eb52d07b9550492c270b60fe8972f75	31514aa4c1d9d6e2cdd48f91ff8c72ac	414d59da2698491876c1999824636d8b	2021-01-24 09:35:00	2021-01-24	120.0	0.0	40.1	47.3	55.79746279	37.5375335	55.74843216	38.00318909	Kia Optima	5.0	57.0	84.0	Больше нечего сказать	0
27	1999d76e317b2437929c7262d84f8a7a	c2abbeb2c8e1bd3d9b85255393ad03ca	414d59da2698491876c1999824636d8b	2021-01-30 19:40:00	2021-01-30	130.0	1.0	30.1	45.2	55.7484410056213	38.00313290208578	55.69175600000001	37.662845	Ford Galaxy	5.0	52.0	217.0	Больше нечего сказать	0
